TIMESTAMP, STREAM ID, MODE, DATA SIZE (bytes), DATA GENERATED AT, PROXY CACHE, LATENCY (ms)
2018-01-25T21:42:36.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:36.909Z, --, 65
2018-01-25T21:42:38.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:38.912Z, --, 60
2018-01-25T21:42:40.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:40.915Z, --, 60
2018-01-25T21:42:42.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:42.917Z, --, 61
2018-01-25T21:42:44.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:44.920Z, --, 64
2018-01-25T21:42:46.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:46.923Z, --, 63
2018-01-25T21:42:48.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:48.925Z, --, 60
2018-01-25T21:42:50.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:50.928Z, --, 59
2018-01-25T21:42:52.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:52.931Z, --, 61
2018-01-25T21:42:54.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:54.933Z, --, 60
2018-01-25T21:42:56.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:56.936Z, --, 61
2018-01-25T21:42:58.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:42:58.939Z, --, 59
2018-01-25T21:43:01.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:00.942Z, --, 59
2018-01-25T21:43:03.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:02.944Z, --, 60
2018-01-25T21:43:05.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:04.947Z, --, 59
2018-01-25T21:43:07.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:06.950Z, --, 63
2018-01-25T21:43:09.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:08.953Z, --, 59
2018-01-25T21:43:11.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:10.956Z, --, 59
2018-01-25T21:43:13.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:12.959Z, --, 60
2018-01-25T21:43:15.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:14.961Z, --, 59
2018-01-25T21:43:17.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:16.964Z, --, 61
2018-01-25T21:43:19.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:18.967Z, --, 59
2018-01-25T21:43:21.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:20.970Z, --, 59
2018-01-25T21:43:23.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:22.972Z, --, 170
2018-01-25T21:43:25.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:24.975Z, --, 59
2018-01-25T21:43:27.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:26.978Z, --, 60
2018-01-25T21:43:29.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:28.981Z, --, 59
2018-01-25T21:43:31.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:30.984Z, --, 59
2018-01-25T21:43:33.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:32.987Z, --, 59
2018-01-25T21:43:35.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:34.989Z, --, 60
2018-01-25T21:43:37.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:36.992Z, --, 65
2018-01-25T21:43:39.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:38.995Z, --, 63
2018-01-25T21:43:41.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:40.998Z, --, 59
2018-01-25T21:43:43.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:43.000Z, --, 59
2018-01-25T21:43:45.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:43:45.003Z, --, 59
