TIMESTAMP,CONTAINER,NAME,CPU%,MEM USAGE (MiB),LIMIT (GiB)
2017-12-14T16:31:54.000Z,f92702a46361,--,0.00,,
2017-12-14T16:31:57.000Z,f92702a46361,pubsub_server_1,0.00,47.14,15.31
2017-12-14T16:31:57.000Z,843eea807e49,pubsub_nginx_1,0.00,3.004,15.31
2017-12-14T16:31:59.000Z,843eea807e49,pubsub_nginx_1,0.00,3.004,15.31
2017-12-14T16:31:59.000Z,f92702a46361,pubsub_server_1,0.25,47.17,15.31
2017-12-14T16:32:01.000Z,843eea807e49,pubsub_nginx_1,0.15,3.043,15.31
2017-12-14T16:32:01.000Z,f92702a46361,pubsub_server_1,1.79,47.4,15.31
2017-12-14T16:32:03.000Z,843eea807e49,pubsub_nginx_1,0.13,3.062,15.31
2017-12-14T16:32:03.000Z,f92702a46361,pubsub_server_1,0.49,47.43,15.31
2017-12-14T16:32:05.000Z,843eea807e49,pubsub_nginx_1,0.12,3.188,15.31
2017-12-14T16:32:05.000Z,f92702a46361,pubsub_server_1,0.46,47.57,15.31
2017-12-14T16:32:07.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:07.000Z,f92702a46361,pubsub_server_1,0.55,47.75,15.31
2017-12-14T16:32:09.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:09.000Z,f92702a46361,pubsub_server_1,0.24,47.82,15.31
2017-12-14T16:32:11.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:11.000Z,f92702a46361,pubsub_server_1,1.32,48.91,15.31
2017-12-14T16:32:13.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:13.000Z,f92702a46361,pubsub_server_1,0.30,36.13,15.31
2017-12-14T16:32:15.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:15.000Z,f92702a46361,pubsub_server_1,0.27,36.21,15.31
2017-12-14T16:32:17.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:17.000Z,f92702a46361,pubsub_server_1,0.26,36.29,15.31
2017-12-14T16:32:19.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:19.000Z,f92702a46361,pubsub_server_1,0.29,36.43,15.31
2017-12-14T16:32:21.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:21.000Z,f92702a46361,pubsub_server_1,0.22,36.45,15.31
2017-12-14T16:32:23.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:23.000Z,f92702a46361,pubsub_server_1,0.22,36.59,15.31
2017-12-14T16:32:25.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:25.000Z,f92702a46361,pubsub_server_1,0.26,36.62,15.31
2017-12-14T16:32:27.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:27.000Z,f92702a46361,pubsub_server_1,0.29,36.76,15.31
2017-12-14T16:32:29.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:29.000Z,f92702a46361,pubsub_server_1,1.03,37.35,15.31
2017-12-14T16:32:31.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:31.000Z,f92702a46361,pubsub_server_1,0.25,37.43,15.31
2017-12-14T16:32:33.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:33.000Z,f92702a46361,pubsub_server_1,0.25,37.57,15.31
2017-12-14T16:32:35.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:35.000Z,f92702a46361,pubsub_server_1,0.22,37.7,15.31
2017-12-14T16:32:37.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:37.000Z,f92702a46361,pubsub_server_1,0.22,37.67,15.31
2017-12-14T16:32:39.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:39.000Z,f92702a46361,pubsub_server_1,0.25,37.81,15.31
2017-12-14T16:32:41.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:41.000Z,f92702a46361,pubsub_server_1,0.21,37.83,15.31
2017-12-14T16:32:43.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:43.000Z,f92702a46361,pubsub_server_1,0.22,37.91,15.31
2017-12-14T16:32:45.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:45.000Z,f92702a46361,pubsub_server_1,0.22,38.05,15.31
2017-12-14T16:32:47.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:47.000Z,f92702a46361,pubsub_server_1,0.26,38.07,15.31
2017-12-14T16:32:49.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:49.000Z,f92702a46361,pubsub_server_1,0.23,38.14,15.31
2017-12-14T16:32:51.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:51.000Z,f92702a46361,pubsub_server_1,0.20,38.33,15.31
2017-12-14T16:32:53.000Z,843eea807e49,pubsub_nginx_1,0.00,3.07,15.31
2017-12-14T16:32:53.000Z,f92702a46361,pubsub_server_1,0.21,38.3,15.31
2017-12-14T16:32:55.000Z,843eea807e49,pubsub_nginx_1,0.04,3.281,15.31
2017-12-14T16:32:55.000Z,f92702a46361,pubsub_server_1,0.22,38.39,15.31
2017-12-14T16:32:57.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:32:57.000Z,f92702a46361,pubsub_server_1,0.21,38.46,15.31
2017-12-14T16:32:59.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:32:59.000Z,f92702a46361,pubsub_server_1,0.22,38.55,15.31
2017-12-14T16:33:01.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:01.000Z,f92702a46361,pubsub_server_1,0.75,34.64,15.31
2017-12-14T16:33:03.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:03.000Z,f92702a46361,pubsub_server_1,0.26,34.66,15.31
2017-12-14T16:33:05.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:05.000Z,f92702a46361,pubsub_server_1,0.24,34.67,15.31
2017-12-14T16:33:07.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:07.000Z,f92702a46361,pubsub_server_1,0.25,34.69,15.31
2017-12-14T16:33:09.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:09.000Z,f92702a46361,pubsub_server_1,0.23,34.7,15.31
2017-12-14T16:33:11.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:11.000Z,f92702a46361,pubsub_server_1,0.24,34.72,15.31
2017-12-14T16:33:13.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:13.000Z,f92702a46361,pubsub_server_1,0.18,34.73,15.31
2017-12-14T16:33:15.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:15.000Z,f92702a46361,pubsub_server_1,0.20,34.75,15.31
2017-12-14T16:33:17.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:17.000Z,f92702a46361,pubsub_server_1,0.23,34.77,15.31
2017-12-14T16:33:19.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:19.000Z,f92702a46361,pubsub_server_1,0.23,34.78,15.31
2017-12-14T16:33:21.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:21.000Z,f92702a46361,pubsub_server_1,0.18,34.8,15.31
2017-12-14T16:33:23.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:23.000Z,f92702a46361,pubsub_server_1,0.21,34.81,15.31
2017-12-14T16:33:25.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:25.000Z,f92702a46361,pubsub_server_1,0.59,34.22,15.31
2017-12-14T16:33:27.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:27.000Z,f92702a46361,pubsub_server_1,0.20,34.3,15.31
2017-12-14T16:33:29.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:29.000Z,f92702a46361,pubsub_server_1,0.25,34.38,15.31
2017-12-14T16:33:31.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:31.000Z,f92702a46361,pubsub_server_1,0.26,34.46,15.31
2017-12-14T16:33:33.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:33.000Z,f92702a46361,pubsub_server_1,0.20,34.54,15.31
2017-12-14T16:33:35.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:35.000Z,f92702a46361,pubsub_server_1,0.25,34.68,15.31
2017-12-14T16:33:37.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:37.000Z,f92702a46361,pubsub_server_1,0.21,34.7,15.31
2017-12-14T16:33:39.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:39.000Z,f92702a46361,pubsub_server_1,0.40,34.83,15.31
2017-12-14T16:33:41.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:41.000Z,f92702a46361,pubsub_server_1,0.36,34.91,15.31
2017-12-14T16:33:43.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:43.000Z,f92702a46361,pubsub_server_1,0.80,35.08,15.31
2017-12-14T16:33:45.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:45.000Z,f92702a46361,pubsub_server_1,0.19,35.14,15.31
2017-12-14T16:33:47.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:47.000Z,f92702a46361,pubsub_server_1,0.24,35.16,15.31
2017-12-14T16:33:49.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:49.000Z,f92702a46361,pubsub_server_1,0.22,35.35,15.31
2017-12-14T16:33:51.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:51.000Z,f92702a46361,pubsub_server_1,0.37,34.64,15.31
2017-12-14T16:33:53.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
2017-12-14T16:33:53.000Z,f92702a46361,pubsub_server_1,0.41,34.72,15.31
2017-12-14T16:33:55.000Z,843eea807e49,pubsub_nginx_1,0.00,2.625,15.31
