TIMESTAMP,CONTAINER,NAME,CPU%,MEM USAGE (MiB),LIMIT (GiB)
2017-12-14T16:39:37.000Z,04997978e0c6,--,0.00,,
2017-12-14T16:39:40.000Z,04997978e0c6,pubsub_server_1,0.00,46.26,15.31
2017-12-14T16:39:40.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.039,15.31
2017-12-14T16:39:42.000Z,49f9da9196fc,pubsub_nginx_1,0.09,3.086,15.31
2017-12-14T16:39:42.000Z,04997978e0c6,pubsub_server_1,1.26,46.52,15.31
2017-12-14T16:39:44.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.086,15.31
2017-12-14T16:39:44.000Z,04997978e0c6,pubsub_server_1,0.02,46.52,15.31
2017-12-14T16:39:46.000Z,49f9da9196fc,pubsub_nginx_1,0.21,3.086,15.31
2017-12-14T16:39:46.000Z,04997978e0c6,pubsub_server_1,0.53,46.75,15.31
2017-12-14T16:39:48.000Z,49f9da9196fc,pubsub_nginx_1,0.08,3.086,15.31
2017-12-14T16:39:48.000Z,04997978e0c6,pubsub_server_1,1.95,35.45,15.31
2017-12-14T16:39:50.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:39:50.000Z,04997978e0c6,pubsub_server_1,0.00,35.33,15.31
2017-12-14T16:39:52.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:39:52.000Z,04997978e0c6,pubsub_server_1,0.00,35.54,15.31
2017-12-14T16:39:54.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:39:54.000Z,04997978e0c6,pubsub_server_1,0.00,35.57,15.31
2017-12-14T16:39:56.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:39:56.000Z,04997978e0c6,pubsub_server_1,0.00,35.67,15.31
2017-12-14T16:39:58.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:39:58.000Z,04997978e0c6,pubsub_server_1,0.00,35.78,15.31
2017-12-14T16:40:00.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:00.000Z,04997978e0c6,pubsub_server_1,0.00,35.88,15.31
2017-12-14T16:40:02.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:02.000Z,04997978e0c6,pubsub_server_1,0.00,35.99,15.31
2017-12-14T16:40:04.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:04.000Z,04997978e0c6,pubsub_server_1,0.00,36.1,15.31
2017-12-14T16:40:06.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:06.000Z,04997978e0c6,pubsub_server_1,0.00,36.8,15.31
2017-12-14T16:40:08.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:08.000Z,04997978e0c6,pubsub_server_1,0.00,36.86,15.31
2017-12-14T16:40:10.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:10.000Z,04997978e0c6,pubsub_server_1,0.00,36.96,15.31
2017-12-14T16:40:12.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:12.000Z,04997978e0c6,pubsub_server_1,0.00,37.06,15.31
2017-12-14T16:40:14.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:14.000Z,04997978e0c6,pubsub_server_1,0.00,37.16,15.31
2017-12-14T16:40:16.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:16.000Z,04997978e0c6,pubsub_server_1,0.00,37.27,15.31
2017-12-14T16:40:18.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:18.000Z,04997978e0c6,pubsub_server_1,0.00,37.38,15.31
2017-12-14T16:40:20.000Z,49f9da9196fc,pubsub_nginx_1,0.00,3.094,15.31
2017-12-14T16:40:20.000Z,04997978e0c6,pubsub_server_1,0.00,37.48,15.31
