TIMESTAMP, STREAM ID, MODE, DATA SIZE (bytes), DATA GENERATED AT, PROXY CACHE, LATENCY (ms)
2018-01-25T21:59:35.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:34.968Z, --, 71
2018-01-25T21:59:36.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:36.971Z, --, 13
2018-01-25T21:59:38.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:38.973Z, --, 11
2018-01-25T21:59:40.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:40.976Z, --, 14
2018-01-25T21:59:42.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:42.979Z, --, 13
2018-01-25T21:59:45.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:44.981Z, --, 19
2018-01-25T21:59:46.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:46.984Z, --, 13
2018-01-25T21:59:49.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:48.987Z, --, 14
2018-01-25T21:59:51.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:50.990Z, --, 18
2018-01-25T21:59:53.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:52.993Z, --, 13
2018-01-25T21:59:55.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:54.995Z, --, 14
2018-01-25T21:59:57.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:56.998Z, --, 14
2018-01-25T21:59:59.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T21:59:59.001Z, --, 14
2018-01-25T22:00:01.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:01.004Z, --, 16
2018-01-25T22:00:03.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:03.007Z, --, 14
2018-01-25T22:00:05.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:05.009Z, --, 13
2018-01-25T22:00:07.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:07.012Z, --, 15
2018-01-25T22:00:09.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:09.015Z, --, 22
2018-01-25T22:00:11.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:11.018Z, --, 16
2018-01-25T22:00:13.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:13.021Z, --, 21
2018-01-25T22:00:15.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:15.024Z, --, 14
2018-01-25T22:00:17.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:17.027Z, --, 16
2018-01-25T22:00:19.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:19.029Z, --, 24
2018-01-25T22:00:21.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:21.032Z, --, 15
2018-01-25T22:00:23.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:23.035Z, --, 19
2018-01-25T22:00:25.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:25.038Z, --, 11
2018-01-25T22:00:27.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:27.040Z, --, 16
2018-01-25T22:00:29.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:29.043Z, --, 15
2018-01-25T22:00:31.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:31.046Z, --, 18
2018-01-25T22:00:33.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:33.049Z, --, 16
2018-01-25T22:00:35.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:35.051Z, --, 16
2018-01-25T22:00:37.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:37.054Z, --, 20
2018-01-25T22:00:39.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:39.057Z, --, 17
2018-01-25T22:00:41.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:41.060Z, --, 16
2018-01-25T22:00:43.000Z, http://192.168.0.111/stream/websocket, WebSocket, 1341, 2018-01-25T22:00:43.063Z, --, 23
